Run, Good, Bad, LDelivered, LRecorded, LAr Corrected, Prescale Corrected, Live Fraction, LAr Fraction, Prescale Fraction
280273, 14, 0, 1.990920, 1.633460, 1.633460, 1.633460, 82.05, 100.00, 100.00
280319, 696, 0, 98.513710, 94.225570, 94.222540, 94.222540, 95.65, 100.00, 100.00
280368, 62, 0, 8.807035, 8.251075, 8.250049, 8.250049, 93.69, 99.99, 100.00
280423, 504, 0, 72.618710, 68.848510, 68.845370, 68.845370, 94.81, 100.00, 100.00
280464, 427, 0, 63.924800, 58.444300, 58.438400, 58.438400, 91.43, 99.99, 100.00
280500, 76, 0, 7.884980, 7.294170, 7.293890, 7.293890, 92.51, 100.00, 100.00
280520, 123, 0, 12.763113, 12.145297, 12.141864, 12.141864, 95.16, 99.97, 100.00
280614, 168, 0, 25.498800, 24.422230, 24.402930, 24.402930, 95.78, 99.92, 100.00
280673, 1061, 0, 156.896100, 150.557000, 150.522400, 150.522400, 95.96, 99.98, 100.00
280753, 316, 0, 48.778161, 45.634341, 45.622601, 45.622601, 93.55, 99.97, 100.00
280853, 62, 0, 8.292430, 7.296550, 7.294450, 7.294450, 87.99, 99.97, 100.00
280862, 955, 0, 139.212883, 132.746112, 132.713182, 132.713182, 95.35, 99.98, 100.00
280950, 960, 0, 135.968162, 127.397068, 127.380068, 127.380068, 93.70, 99.99, 100.00
280977, 209, 0, 36.887588, 35.165912, 35.144170, 35.144170, 95.33, 99.94, 100.00
281070, 74, 0, 13.799110, 12.873380, 12.869170, 12.869170, 93.29, 99.97, 100.00
281074, 287, 0, 49.342640, 47.052390, 47.007790, 47.007790, 95.36, 99.91, 100.00
281075, 7, 0, 1.277500, 1.076260, 1.075880, 1.075880, 84.25, 99.96, 100.00
281317, 135, 0, 25.724330, 24.527090, 24.522070, 24.522070, 95.35, 99.98, 100.00
281385, 573, 0, 99.247369, 89.509616, 89.504886, 89.504886, 90.19, 99.99, 100.00
281411, 830, 0, 158.254339, 147.783336, 147.762664, 147.762664, 93.38, 99.99, 100.00
282625, 141, 0, 11.187800, 10.741100, 10.740500, 10.740500, 96.01, 99.99, 100.00
282631, 178, 0, 29.245710, 26.957700, 26.950160, 26.950160, 92.18, 99.97, 100.00
282712, 495, 0, 99.947640, 94.718140, 94.664810, 94.664810, 94.77, 99.94, 100.00
282784, 33, 0, 2.957320, 2.886110, 2.886110, 2.886110, 97.59, 100.00, 100.00
282992, 570, 0, 111.600210, 107.335650, 107.306240, 107.306240, 96.18, 99.97, 100.00
283074, 283, 0, 58.939790, 56.168960, 56.140100, 56.140100, 95.30, 99.95, 100.00
283155, 146, 0, 30.496900, 29.038100, 29.027700, 29.027700, 95.22, 99.96, 100.00
283270, 65, 0, 14.673700, 13.356000, 13.348900, 13.348900, 91.02, 99.95, 100.00
283429, 1286, 0, 248.035930, 237.460300, 237.302000, 237.302000, 95.74, 99.93, 100.00
283608, 167, 0, 24.691029, 24.153873, 24.148823, 24.148823, 97.82, 99.98, 100.00
283780, 775, 0, 152.322667, 146.919597, 146.850267, 146.850267, 96.45, 99.95, 100.00
284006, 176, 0, 41.975250, 39.231690, 39.226350, 39.226350, 93.46, 99.99, 100.00
284154, 141, 0, 10.421100, 10.098400, 10.098100, 10.098100, 96.90, 100.00, 100.00
284213, 978, 0, 209.974510, 202.535770, 202.522250, 202.522250, 96.46, 99.99, 100.00
284285, 1192, 0, 268.004942, 250.354537, 250.326497, 250.326497, 93.41, 99.99, 100.00
284420, 239, 0, 62.420903, 58.018710, 58.012450, 58.012450, 92.95, 99.99, 100.00
284427, 136, 0, 36.743100, 35.272400, 35.269000, 35.269000, 96.00, 99.99, 100.00
284484, 474, 0, 111.227266, 104.648432, 104.642382, 104.642382, 94.09, 99.99, 100.00
Total, 23893, 0, 3419.190000, 3245.370000, 3244.540000, 3244.540000, 94.92, 99.97, 100.00
