Run, Good, Bad, LDelivered, LRecorded, LAr Corrected, Prescale Corrected, Live Fraction, LAr Fraction, Prescale Fraction
303560, 850, 0, 346.773900, 324.217000, 324.174900, 324.174900, 93.50, 99.99, 100.00
303638, 1365, 0, 480.535000, 460.134000, 460.045000, 460.045000, 95.75, 99.98, 100.00
303832, 402, 0, 96.581400, 93.893300, 93.878200, 93.878200, 97.22, 99.98, 100.00
303846, 1583, 0, 524.042080, 490.240380, 489.876860, 489.876860, 93.55, 99.93, 100.00
303892, 1401, 0, 477.818742, 459.431457, 459.282475, 459.282475, 96.15, 99.97, 100.00
303943, 1407, 0, 505.059000, 468.264000, 468.157000, 468.157000, 92.71, 99.98, 100.00
304006, 340, 0, 166.551000, 153.087500, 153.066300, 153.066300, 91.92, 99.99, 100.00
304008, 1307, 0, 496.929232, 471.880684, 471.748393, 471.748393, 94.96, 99.97, 100.00
304128, 1684, 0, 593.227750, 554.201520, 554.021380, 554.021380, 93.42, 99.97, 100.00
304178, 1182, 0, 461.164900, 429.165500, 428.894700, 428.894700, 93.06, 99.94, 100.00
304198, 393, 0, 183.768050, 160.222120, 160.118410, 160.118410, 87.19, 99.94, 100.00
304211, 287, 0, 138.892000, 126.483000, 126.408000, 126.408000, 91.07, 99.94, 100.00
304243, 1025, 0, 374.132878, 357.089290, 356.998500, 356.998500, 95.44, 99.97, 100.00
304308, 53, 0, 29.218800, 28.325000, 28.320500, 28.320500, 96.94, 99.98, 100.00
304337, 1069, 0, 448.209400, 411.992600, 411.895400, 411.895400, 91.92, 99.98, 100.00
304409, 196, 0, 105.789240, 96.445850, 96.418070, 96.418070, 91.17, 99.97, 100.00
304431, 283, 0, 152.307000, 144.013000, 143.975000, 143.975000, 94.55, 99.97, 100.00
304494, 106, 0, 59.351200, 56.728700, 56.721400, 56.721400, 95.58, 99.99, 100.00
305380, 678, 0, 335.095260, 317.568660, 317.516000, 317.516000, 94.77, 99.98, 100.00
305543, 638, 0, 194.778300, 185.657900, 185.639600, 185.639600, 95.32, 99.99, 100.00
305571, 41, 0, 20.475639, 18.301599, 18.296442, 18.296442, 89.38, 99.97, 100.00
305618, 797, 0, 320.389820, 307.121360, 306.252130, 306.252130, 95.86, 99.72, 100.00
305671, 50, 0, 27.048400, 25.826800, 25.823900, 25.823900, 95.48, 99.99, 100.00
305674, 37, 0, 19.532900, 18.504300, 18.501800, 18.501800, 94.73, 99.99, 100.00
305723, 715, 0, 305.353000, 278.474000, 278.089000, 278.089000, 91.20, 99.86, 100.00
305727, 246, 0, 70.744500, 67.972000, 67.968700, 67.968700, 96.08, 100.00, 100.00
305735, 269, 0, 131.481000, 124.939000, 124.918000, 124.918000, 95.02, 99.98, 100.00
305777, 820, 0, 334.025500, 319.952400, 319.870000, 319.870000, 95.79, 99.97, 100.00
305811, 628, 0, 282.384200, 271.476400, 271.398100, 271.398100, 96.14, 99.97, 100.00
305920, 580, 0, 268.942060, 258.190570, 258.106390, 258.106390, 96.00, 99.97, 100.00
306269, 323, 0, 166.037000, 159.684000, 159.593000, 159.593000, 96.17, 99.94, 100.00
306278, 1010, 0, 407.191600, 391.834100, 391.774500, 391.774500, 96.23, 99.98, 100.00
306310, 1090, 0, 400.688400, 389.863700, 389.809500, 389.809500, 97.30, 99.99, 100.00
306384, 546, 0, 206.027900, 199.312600, 199.176400, 199.176400, 96.74, 99.93, 100.00
306419, 165, 0, 95.404400, 92.690400, 92.601900, 92.601900, 97.16, 99.90, 100.00
306442, 54, 0, 33.622100, 32.196200, 32.165100, 32.165100, 95.76, 99.90, 100.00
306448, 215, 0, 112.924000, 106.444000, 106.363000, 106.363000, 94.26, 99.92, 100.00
306451, 770, 0, 345.050100, 333.252050, 333.043450, 333.043450, 96.58, 99.94, 100.00
307126, 186, 0, 28.332500, 27.145000, 27.144600, 27.144600, 95.81, 100.00, 100.00
307195, 464, 0, 227.241000, 217.888000, 217.704000, 217.704000, 95.88, 99.92, 100.00
307259, 765, 0, 321.376000, 309.424000, 309.321000, 309.321000, 96.28, 99.97, 100.00
307306, 386, 0, 198.169000, 190.024000, 189.951000, 189.951000, 95.89, 99.96, 100.00
307354, 154, 0, 88.032800, 83.822600, 83.817400, 83.817400, 95.22, 99.99, 100.00
307358, 910, 0, 397.504600, 385.750700, 385.700600, 385.700600, 97.04, 99.99, 100.00
307394, 923, 0, 384.093000, 363.676000, 363.458000, 363.458000, 94.68, 99.94, 100.00
307454, 1272, 0, 507.210000, 491.046000, 490.856000, 490.856000, 96.81, 99.96, 100.00
307514, 411, 0, 215.248580, 200.723810, 200.665740, 200.665740, 93.25, 99.97, 100.00
307539, 132, 0, 78.482184, 75.032784, 74.960784, 74.960784, 95.60, 99.90, 100.00
307569, 786, 0, 348.729000, 335.345400, 335.045300, 335.045300, 96.16, 99.91, 100.00
307601, 654, 0, 321.367147, 308.801205, 308.048319, 308.048319, 96.09, 99.76, 100.00
307619, 128, 0, 71.433800, 69.156100, 68.928600, 68.928600, 96.81, 99.67, 100.00
307656, 1169, 0, 460.988300, 444.610420, 443.331170, 443.331170, 96.45, 99.71, 100.00
307710, 146, 0, 89.279200, 83.151400, 82.807500, 82.807500, 93.14, 99.59, 100.00
307716, 417, 0, 233.283000, 223.488000, 222.813000, 222.813000, 95.80, 99.70, 100.00
307732, 1478, 0, 564.930700, 541.108900, 540.428000, 540.428000, 95.78, 99.87, 100.00
307861, 666, 0, 313.739000, 297.200000, 296.997000, 296.997000, 94.73, 99.93, 100.00
307935, 1017, 0, 436.388000, 415.152000, 415.005000, 415.005000, 95.13, 99.96, 100.00
308047, 1322, 0, 498.308000, 479.182000, 479.025000, 479.025000, 96.16, 99.97, 100.00
308084, 837, 0, 368.126000, 353.956000, 353.566000, 353.566000, 96.15, 99.89, 100.00
309375, 175, 0, 52.726920, 45.196850, 45.139470, 45.139470, 85.72, 99.87, 100.00
309390, 770, 0, 303.104100, 290.331200, 289.968600, 289.968600, 95.79, 99.88, 100.00
309440, 1194, 0, 479.139700, 451.610000, 450.079400, 450.079400, 94.25, 99.66, 100.00
309516, 870, 0, 393.768700, 371.344700, 369.986900, 369.986900, 94.31, 99.63, 100.00
309640, 977, 0, 404.674000, 386.184000, 385.716000, 385.716000, 95.43, 99.88, 100.00
309674, 822, 0, 365.563500, 346.223100, 343.871300, 343.871300, 94.71, 99.32, 100.00
309759, 902, 0, 381.758552, 355.670343, 351.823153, 351.823153, 93.17, 98.92, 100.00
310015, 4, 0, 2.232100, 2.200700, 2.171570, 2.171570, 98.59, 98.68, 100.00
310247, 56, 0, 34.661900, 32.001400, 30.679000, 30.679000, 92.32, 95.87, 100.00
310249, 1099, 0, 455.702840, 424.451580, 419.429630, 419.429630, 93.14, 98.82, 100.00
310341, 1080, 0, 454.346720, 427.014260, 422.556190, 422.556190, 93.98, 98.96, 100.00
310370, 25, 0, 16.264800, 15.707800, 15.594600, 15.594600, 96.58, 99.28, 100.00
310405, 403, 0, 203.491000, 187.435200, 186.173800, 186.173800, 92.11, 99.33, 100.00
310468, 296, 0, 166.190000, 155.963000, 153.211000, 153.211000, 93.85, 98.24, 100.00
310473, 429, 0, 244.865900, 227.363000, 224.323200, 224.323200, 92.85, 98.66, 100.00
310634, 1490, 0, 569.116710, 537.239950, 536.918350, 536.918350, 94.40, 99.94, 100.00
310691, 769, 0, 357.590000, 327.385000, 327.075000, 327.075000, 91.55, 99.91, 100.00
310738, 959, 0, 427.244300, 396.682000, 396.383400, 396.383400, 92.85, 99.92, 100.00
310809, 969, 0, 401.651600, 381.052600, 380.905100, 380.905100, 94.87, 99.96, 100.00
310863, 183, 0, 123.007950, 116.000390, 115.925210, 115.925210, 94.30, 99.94, 100.00
310872, 368, 0, 201.228600, 185.298600, 184.981500, 184.981500, 92.08, 99.83, 100.00
310969, 468, 0, 182.818510, 175.361810, 175.291490, 175.291490, 95.92, 99.96, 100.00
311071, 468, 0, 246.084000, 230.717400, 230.309700, 230.309700, 93.76, 99.82, 100.00
311170, 1010, 0, 399.044000, 374.933700, 374.723600, 374.723600, 93.96, 99.94, 100.00
311244, 502, 0, 274.293230, 253.890440, 253.723170, 253.723170, 92.56, 99.93, 100.00
311287, 838, 0, 390.535856, 370.896024, 370.740173, 370.740173, 94.97, 99.96, 100.00
311321, 870, 0, 388.288700, 368.748400, 368.698400, 368.698400, 94.97, 99.99, 100.00
311365, 543, 0, 295.040700, 279.035500, 278.951500, 278.951500, 94.58, 99.97, 100.00
311402, 724, 0, 356.184760, 334.879460, 334.806050, 334.806050, 94.02, 99.98, 100.00
311473, 236, 0, 107.499000, 103.276000, 103.273000, 103.273000, 96.07, 100.00, 100.00
311481, 750, 0, 361.657800, 343.156500, 343.119000, 343.119000, 94.88, 99.99, 100.00
Total, 95932, 0, 35498.000000, 33445.900000, 33402.200000, 33402.200000, 94.22, 99.87, 100.00
