Run, Good, Bad, LDelivered, LRecorded, LAr Corrected, Prescale Corrected, Live Fraction, LAr Fraction, Prescale Fraction
349841, 49, 0, 39.144860, 27.992510, 27.987730, 27.987730, 71.51, 99.98, 100.00
349842, 296, 0, 226.421360, 219.699450, 219.669260, 219.669260, 97.03, 99.99, 100.00
349944, 769, 0, 519.200180, 498.568550, 498.441110, 498.441110, 96.03, 99.97, 100.00
349977, 146, 0, 133.527600, 123.662500, 123.590100, 123.590100, 92.61, 99.94, 100.00
350013, 763, 0, 496.687990, 481.933980, 481.803170, 481.803170, 97.03, 99.97, 100.00
350067, 314, 0, 256.513700, 249.276800, 249.235800, 249.235800, 97.18, 99.98, 100.00
350121, 853, 0, 560.773360, 542.905240, 542.779830, 542.779830, 96.81, 99.98, 100.00
350144, 842, 0, 596.669700, 569.274500, 569.138600, 569.138600, 95.41, 99.98, 100.00
350160, 814, 0, 572.322300, 555.310400, 555.223100, 555.223100, 97.03, 99.98, 100.00
350184, 861, 0, 552.227200, 531.807800, 531.715700, 531.715700, 96.30, 99.98, 100.00
350220, 28, 0, 22.278041, 18.667495, 18.657061, 18.657061, 83.79, 99.94, 100.00
350310, 278, 0, 89.490320, 87.030250, 87.025260, 87.025260, 97.25, 99.99, 100.00
350361, 528, 0, 195.842790, 190.826970, 190.824720, 190.824720, 97.44, 100.00, 100.00
350440, 606, 0, 333.896160, 322.211400, 322.071540, 322.071540, 96.50, 99.96, 100.00
350479, 559, 0, 365.958020, 354.540780, 353.939030, 353.939030, 96.88, 99.83, 100.00
350531, 528, 0, 396.836660, 383.308600, 383.143920, 383.143920, 96.59, 99.96, 100.00
350682, 777, 0, 495.327090, 479.002690, 478.945330, 478.945330, 96.70, 99.99, 100.00
350749, 212, 0, 189.831000, 180.854000, 180.832000, 180.832000, 95.27, 99.99, 100.00
350751, 219, 0, 83.610900, 81.488500, 81.417400, 81.417400, 97.46, 99.91, 100.00
350803, 601, 0, 444.001000, 419.721000, 419.610000, 419.610000, 94.53, 99.97, 100.00
350842, 496, 0, 384.246300, 372.585700, 372.471800, 372.471800, 96.97, 99.97, 100.00
350848, 797, 0, 497.337000, 483.113000, 483.073000, 483.073000, 97.14, 99.99, 100.00
350880, 633, 0, 452.539150, 439.231150, 439.177720, 439.177720, 97.06, 99.99, 100.00
350923, 863, 0, 571.621300, 556.381800, 556.287400, 556.287400, 97.33, 99.98, 100.00
351062, 439, 0, 343.552097, 322.235702, 322.189522, 322.189522, 93.80, 99.99, 100.00
351160, 64, 0, 47.059200, 45.886800, 45.879300, 45.879300, 97.51, 99.98, 100.00
351223, 713, 0, 494.384090, 480.927760, 480.750830, 480.750830, 97.28, 99.96, 100.00
351296, 199, 0, 174.454000, 168.207000, 168.186000, 168.186000, 96.42, 99.99, 100.00
351325, 349, 0, 278.247000, 271.464000, 271.422000, 271.422000, 97.56, 99.98, 100.00
351359, 11, 0, 9.353440, 8.974140, 8.973300, 8.973300, 95.94, 99.99, 100.00
351364, 748, 0, 502.893800, 491.299600, 491.261900, 491.261900, 97.69, 99.99, 100.00
351455, 562, 0, 419.532000, 407.802000, 407.717000, 407.717000, 97.20, 99.98, 100.00
351550, 206, 0, 174.036400, 170.539400, 170.520000, 170.520000, 97.99, 99.99, 100.00
351628, 210, 0, 66.771000, 60.328980, 60.327960, 60.327960, 90.35, 100.00, 100.00
351636, 753, 0, 503.292500, 483.951900, 483.822000, 483.822000, 96.16, 99.97, 100.00
351671, 787, 0, 519.108720, 505.835970, 505.774620, 505.774620, 97.44, 99.99, 100.00
351698, 271, 0, 241.094000, 227.557000, 227.513000, 227.513000, 94.39, 99.98, 100.00
351832, 58, 0, 56.643500, 53.975000, 53.963200, 53.963200, 95.29, 99.98, 100.00
351894, 783, 0, 503.813000, 488.455000, 488.361000, 488.361000, 96.95, 99.98, 100.00
351969, 777, 0, 498.539600, 486.534700, 486.474700, 486.474700, 97.59, 99.99, 100.00
352056, 657, 0, 448.556360, 440.035220, 439.980170, 439.980170, 98.10, 99.99, 100.00
352107, 103, 0, 93.388700, 89.373800, 89.354700, 89.354700, 95.70, 99.98, 100.00
352274, 121, 0, 110.625000, 105.639500, 105.624400, 105.624400, 95.49, 99.99, 100.00
352340, 815, 0, 530.446000, 514.294000, 514.203000, 514.203000, 96.96, 99.98, 100.00
352394, 882, 0, 533.536400, 517.050930, 516.980390, 516.980390, 96.91, 99.99, 100.00
352436, 810, 0, 483.145800, 464.621600, 464.554100, 464.554100, 96.17, 99.99, 100.00
352448, 875, 0, 552.609220, 535.045810, 534.944430, 534.944430, 96.82, 99.98, 100.00
352494, 136, 0, 123.173000, 117.783000, 117.768000, 117.768000, 95.62, 99.99, 100.00
352514, 213, 0, 192.269984, 182.094617, 181.974173, 181.974173, 94.71, 99.93, 100.00
355261, 851, 0, 229.062680, 217.653890, 217.616790, 217.616790, 95.02, 99.98, 100.00
355273, 133, 0, 93.774600, 91.758700, 91.744400, 91.744400, 97.85, 99.98, 100.00
355529, 75, 0, 68.235300, 65.326500, 65.323800, 65.323800, 95.74, 100.00, 100.00
355544, 602, 0, 411.288200, 401.745100, 401.674400, 401.674400, 97.68, 99.98, 100.00
355563, 323, 0, 240.684000, 233.153000, 233.092000, 233.092000, 96.87, 99.97, 100.00
355599, 115, 0, 98.891600, 93.176900, 93.149800, 93.149800, 94.22, 99.97, 100.00
355650, 16, 0, 13.906000, 13.018300, 13.017700, 13.017700, 93.62, 100.00, 100.00
355651, 307, 0, 100.483900, 94.780900, 94.773600, 94.773600, 94.32, 99.99, 100.00
355754, 762, 0, 491.803303, 475.336597, 475.237812, 475.237812, 96.65, 99.98, 100.00
355848, 212, 0, 74.106600, 67.480500, 67.476000, 67.476000, 91.06, 99.99, 100.00
355861, 157, 0, 144.124000, 137.251000, 137.234000, 137.234000, 95.23, 99.99, 100.00
355877, 107, 0, 65.525100, 63.555100, 63.554000, 63.554000, 96.99, 100.00, 100.00
355995, 655, 0, 460.951095, 439.410291, 439.364583, 439.364583, 95.33, 99.99, 100.00
356077, 129, 0, 120.185000, 116.379000, 116.347000, 116.347000, 96.83, 99.97, 100.00
356095, 69, 0, 68.291700, 66.075700, 66.063300, 66.063300, 96.76, 99.98, 100.00
356124, 833, 0, 543.608000, 526.544000, 526.467900, 526.467900, 96.86, 99.99, 100.00
356177, 687, 0, 460.129300, 439.017700, 438.949400, 438.949400, 95.41, 99.98, 100.00
356205, 434, 0, 321.941000, 312.210000, 312.126000, 312.126000, 96.98, 99.97, 100.00
356250, 583, 0, 417.140400, 405.452000, 405.396200, 405.396200, 97.20, 99.99, 100.00
356259, 601, 0, 441.851000, 430.081000, 430.015000, 430.015000, 97.34, 99.98, 100.00
357193, 573, 0, 97.431050, 95.225910, 95.223270, 95.223270, 97.74, 100.00, 100.00
357283, 261, 0, 158.603800, 148.844600, 148.818600, 148.818600, 93.85, 99.98, 100.00
357293, 88, 0, 73.733500, 69.560500, 69.541900, 69.541900, 94.34, 99.97, 100.00
357355, 137, 0, 121.585000, 118.202000, 118.176000, 118.176000, 97.22, 99.98, 100.00
357409, 787, 0, 433.848970, 425.833370, 425.796930, 425.796930, 98.15, 99.99, 100.00
357451, 854, 0, 465.375960, 455.713810, 455.651810, 455.651810, 97.92, 99.99, 100.00
357500, 383, 0, 292.939800, 286.144940, 286.092750, 286.092750, 97.68, 99.98, 100.00
357539, 702, 0, 452.988420, 442.750060, 442.689050, 442.689050, 97.74, 99.99, 100.00
357620, 154, 0, 147.409100, 142.918800, 142.894000, 142.894000, 96.95, 99.98, 100.00
357679, 855, 0, 515.980110, 503.488490, 503.359470, 503.359470, 97.58, 99.97, 100.00
357713, 593, 0, 370.758595, 363.374711, 363.333811, 363.333811, 98.01, 99.99, 100.00
357750, 42, 0, 41.660300, 39.725100, 39.706700, 39.706700, 95.35, 99.95, 100.00
357772, 222, 0, 79.288320, 77.148960, 77.146440, 77.146440, 97.30, 100.00, 100.00
357821, 769, 0, 449.629450, 436.631720, 436.511710, 436.511710, 97.11, 99.97, 100.00
357887, 742, 0, 449.591660, 439.276640, 439.155910, 439.155910, 97.71, 99.97, 100.00
357962, 613, 0, 365.206024, 357.717359, 357.692559, 357.692559, 97.95, 99.99, 100.00
358031, 796, 0, 492.425840, 477.903930, 477.827720, 477.827720, 97.05, 99.98, 100.00
358096, 663, 0, 303.980000, 296.824000, 296.814000, 296.814000, 97.65, 100.00, 100.00
358115, 424, 0, 301.126300, 292.840100, 292.815300, 292.815300, 97.25, 99.99, 100.00
358175, 454, 0, 356.072000, 346.586000, 346.548000, 346.548000, 97.34, 99.99, 100.00
358215, 232, 0, 203.998000, 197.383000, 197.353100, 197.353100, 96.76, 99.98, 100.00
358233, 760, 0, 481.446700, 470.836400, 470.763100, 470.763100, 97.80, 99.98, 100.00
358300, 288, 0, 221.077000, 210.465000, 210.376000, 210.376000, 95.20, 99.96, 100.00
358325, 10, 0, 10.840300, 10.539700, 10.539600, 10.539600, 97.23, 100.00, 100.00
358333, 514, 0, 393.613000, 384.691000, 384.622000, 384.622000, 97.73, 99.98, 100.00
358395, 1616, 0, 716.332100, 702.638800, 702.508700, 702.508700, 98.09, 99.98, 100.00
358516, 822, 0, 504.930480, 493.788940, 493.701820, 493.701820, 97.79, 99.98, 100.00
358541, 810, 0, 524.008620, 512.560300, 512.443450, 512.443450, 97.82, 99.98, 100.00
358577, 695, 0, 453.666000, 438.472000, 438.428000, 438.428000, 96.65, 99.99, 100.00
358615, 794, 0, 509.071430, 495.830330, 495.705210, 495.705210, 97.40, 99.97, 100.00
358656, 806, 0, 479.218170, 469.184960, 469.159460, 469.159460, 97.91, 99.99, 100.00
358985, 127, 0, 108.997860, 106.086250, 106.014960, 106.014960, 97.33, 99.93, 100.00
359010, 767, 0, 506.634000, 495.081000, 495.023000, 495.023000, 97.72, 99.99, 100.00
359058, 698, 0, 429.242800, 420.611400, 420.470200, 420.470200, 97.99, 99.97, 100.00
359124, 763, 0, 464.467800, 454.375040, 454.347970, 454.347970, 97.83, 99.99, 100.00
359170, 75, 0, 73.018000, 70.673500, 70.638500, 70.638500, 96.79, 99.95, 100.00
359171, 777, 0, 496.341000, 486.515300, 486.450500, 486.450500, 98.02, 99.99, 100.00
359191, 808, 0, 498.562900, 485.786000, 485.734400, 485.734400, 97.44, 99.99, 100.00
359279, 183, 0, 158.204000, 154.857000, 154.831000, 154.831000, 97.88, 99.98, 100.00
359286, 369, 0, 281.811400, 267.617200, 267.547000, 267.547000, 94.96, 99.97, 100.00
359310, 840, 0, 500.086220, 489.965590, 489.853590, 489.853590, 97.98, 99.98, 100.00
359355, 328, 0, 269.101200, 262.967700, 262.932500, 262.932500, 97.72, 99.99, 100.00
359398, 117, 0, 105.589000, 102.951000, 102.933000, 102.933000, 97.50, 99.98, 100.00
359441, 164, 0, 153.131000, 148.728000, 148.671000, 148.671000, 97.12, 99.96, 100.00
359472, 822, 0, 517.069430, 508.666980, 508.601950, 508.601950, 98.37, 99.99, 100.00
359541, 756, 0, 494.521060, 475.245670, 475.173470, 475.173470, 96.10, 99.98, 100.00
359586, 16, 0, 14.006300, 13.736200, 13.727000, 13.727000, 98.07, 99.93, 100.00
359593, 715, 0, 474.547310, 462.813230, 462.682230, 462.682230, 97.53, 99.97, 100.00
359623, 17, 0, 14.971075, 14.439000, 14.429400, 14.429400, 96.45, 99.93, 100.00
359677, 10, 0, 9.078700, 8.186240, 8.186070, 8.186070, 90.17, 100.00, 100.00
359678, 270, 0, 234.433400, 229.482400, 229.257800, 229.257800, 97.89, 99.90, 100.00
359717, 429, 0, 344.135210, 330.613310, 330.449260, 330.449260, 96.07, 99.95, 100.00
359735, 336, 0, 286.821880, 276.651460, 276.488920, 276.488920, 96.45, 99.94, 100.00
359766, 399, 0, 323.121000, 316.871000, 316.783000, 316.783000, 98.07, 99.97, 100.00
359823, 695, 0, 473.602230, 463.322650, 463.220110, 463.220110, 97.83, 99.98, 100.00
359872, 757, 0, 505.959430, 496.784070, 496.467070, 496.467070, 98.19, 99.94, 100.00
359918, 620, 0, 433.852800, 424.907600, 424.851300, 424.851300, 97.94, 99.99, 100.00
360026, 752, 0, 486.147850, 472.310590, 472.263590, 472.263590, 97.15, 99.99, 100.00
360063, 396, 0, 304.571100, 296.782800, 296.780600, 296.780600, 97.44, 100.00, 100.00
360129, 596, 0, 421.930000, 406.791000, 406.709000, 406.709000, 96.41, 99.98, 100.00
360161, 361, 0, 274.022000, 266.695600, 266.591700, 266.591700, 97.33, 99.96, 100.00
360209, 213, 0, 180.807200, 176.541900, 176.500200, 176.500200, 97.64, 99.98, 100.00
360244, 222, 0, 175.420220, 160.382800, 160.336830, 160.336830, 91.43, 99.97, 100.00
360293, 691, 0, 450.690881, 438.948455, 438.818455, 438.818455, 97.39, 99.97, 100.00
360309, 756, 0, 465.892210, 455.585180, 455.472080, 455.472080, 97.79, 99.98, 100.00
360348, 5, 0, 3.218850, 2.854960, 2.854940, 2.854940, 88.70, 100.00, 100.00
360373, 564, 0, 415.517800, 403.383700, 403.050800, 403.050800, 97.08, 99.92, 100.00
360402, 396, 0, 312.713850, 304.493780, 304.449550, 304.449550, 97.37, 99.99, 100.00
361738, 531, 0, 381.073290, 372.699260, 372.616260, 372.616260, 97.80, 99.98, 100.00
361795, 660, 0, 435.225460, 425.273490, 425.104480, 425.104480, 97.71, 99.96, 100.00
361862, 866, 0, 505.220320, 490.319410, 490.305400, 490.305400, 97.05, 100.00, 100.00
362204, 796, 0, 481.024720, 466.145700, 466.012630, 466.012630, 96.91, 99.97, 100.00
362297, 548, 0, 393.569000, 386.661500, 386.555100, 386.555100, 98.24, 99.97, 100.00
362345, 378, 0, 297.799280, 291.306530, 291.198190, 291.198190, 97.82, 99.96, 100.00
362354, 419, 0, 322.484300, 316.834700, 316.697100, 316.697100, 98.25, 99.96, 100.00
362388, 394, 0, 302.901400, 296.932100, 296.895000, 296.895000, 98.03, 99.99, 100.00
362445, 327, 0, 251.613555, 246.477788, 246.408788, 246.408788, 97.96, 99.97, 100.00
362552, 646, 0, 448.717800, 437.007600, 436.953900, 436.953900, 97.39, 99.99, 100.00
362619, 418, 0, 321.476000, 315.957000, 315.924000, 315.924000, 98.28, 99.99, 100.00
362661, 526, 0, 381.745100, 374.229800, 374.138500, 374.138500, 98.03, 99.98, 100.00
362776, 587, 0, 439.244010, 430.478800, 430.419790, 430.419790, 98.00, 99.99, 100.00
363033, 849, 0, 464.280210, 456.938310, 456.882900, 456.882900, 98.42, 99.99, 100.00
363096, 80, 0, 77.886700, 76.328000, 76.316700, 76.316700, 98.00, 99.99, 100.00
363129, 659, 0, 420.752014, 413.243355, 413.175315, 413.175315, 98.22, 99.98, 100.00
363198, 913, 0, 516.054180, 507.067890, 506.991710, 506.991710, 98.26, 99.98, 100.00
363262, 233, 0, 190.346300, 186.814700, 186.797100, 186.797100, 98.14, 99.99, 100.00
363400, 309, 0, 234.675500, 228.879990, 228.836910, 228.836910, 97.53, 99.98, 100.00
363664, 186, 0, 22.916140, 22.351720, 22.351570, 22.351570, 97.54, 100.00, 100.00
363710, 905, 0, 506.599790, 498.146200, 498.039800, 498.039800, 98.33, 99.98, 100.00
363738, 722, 0, 440.278410, 431.837620, 431.811580, 431.811580, 98.08, 99.99, 100.00
363830, 910, 0, 526.312460, 517.772930, 517.651720, 517.651720, 98.38, 99.98, 100.00
363910, 689, 0, 413.665830, 407.184790, 407.154740, 407.154740, 98.43, 99.99, 100.00
363947, 52, 0, 47.530500, 46.346600, 46.336600, 46.336600, 97.51, 99.98, 100.00
363979, 929, 0, 545.780500, 536.524400, 536.493520, 536.493520, 98.30, 99.99, 100.00
364030, 913, 0, 530.554760, 521.629840, 521.566430, 521.566430, 98.32, 99.99, 100.00
364076, 606, 0, 399.667650, 392.659550, 392.580210, 392.580210, 98.25, 99.98, 100.00
364098, 624, 0, 434.220350, 422.793790, 422.663380, 422.663380, 97.37, 99.97, 100.00
364160, 140, 0, 126.208300, 122.443300, 122.425300, 122.425300, 97.02, 99.99, 100.00
364214, 862, 0, 543.254050, 532.191780, 532.088060, 532.088060, 97.96, 99.98, 100.00
364292, 823, 0, 438.149710, 429.455260, 429.414360, 429.414360, 98.02, 99.99, 100.00
Total, 94845, 0, 60599.500000, 58804.700000, 58791.600000, 58791.600000, 97.04, 99.98, 100.00
